country,year,age_group,sex,subcode,ucd,any_common,population
BR,2013,65-69,M,K83,47,178,2536782
BR,2013,70-74,F,K83,82,247,2228456
BR,2013,70-74,M,K83,55,197,1804579
BR,2013,75-79,F,K83,77,263,1687030
BR,2013,75-79,M,K83,75,216,1248516
BR,2013,80-84,F,K83,80,242,1112004
BR,2013,80-84,M,K83,58,162,732403
BR,2013,85+,F,K83,115,335,937332
BR,2013,85+,M,K83,66,160,536467
BR,2014,0-4,F,K83,5,15,7115554
BR,2014,0-4,M,K83,8,19,7461659
BR,2014,10-14,F,K83,2,3,7978298
BR,2014,10-14,M,K83,2,2,8293387
BR,2014,15-19,F,K83,4,6,8523697
BR,2014,15-19,M,K83,4,4,8643609
BR,2014,20-24,F,K83,2,10,8471662
BR,2014,20-24,M,K83,2,7,8409991
BR,2014,25-29,F,K83,3,14,8633807
BR,2014,25-29,M,K83,7,11,8450017
BR,2014,30-34,F,K83,7,15,8708662
BR,2014,30-34,M,K83,6,27,8384967
BR,2014,35-39,F,K83,7,29,7877867
BR,2014,35-39,M,K83,15,33,7491084
BR,2014,40-44,F,K83,20,51,7011991
BR,2014,40-44,M,K83,17,52,6583218
BR,2014,45-49,F,K83,21,75,6600591
BR,2014,45-49,M,K83,22,72,6083062
BR,2014,5-9,F,K83,0,0,7355032
BR,2014,5-9,M,K83,0,0,7702044
BR,2014,50-54,F,K83,34,105,5998567
BR,2014,50-54,M,K83,32,105,5439538
BR,2014,55-59,F,K83,57,170,5061785
BR,2014,55-59,M,K83,43,171,4532346
BR,2014,60-64,F,K83,51,179,4063093
BR,2014,60-64,M,K83,52,179,3565197
BR,2014,65-69,F,K83,67,223,3091959
BR,2014,65-69,M,K83,70,213,2652529
BR,2014,70-74,F,K83,73,250,2291556
BR,2014,70-74,M,K83,69,221,1857771
BR,2014,75-79,F,K83,95,297,1743986
BR,2014,75-79,M,K83,78,252,1295242
BR,2014,80-84,F,K83,95,262,1146515
BR,2014,80-84,M,K83,77,218,755472
BR,2014,85+,F,K83,133,375,978399
BR,2014,85+,M,K83,85,205,556977
BR,2015,0-4,F,K83,4,12,7164367
BR,2015,0-4,M,K83,9,28,7515065
BR,2015,10-14,F,K83,2,6,7821067
BR,2015,10-14,M,K83,0,2,8160183
BR,2015,15-19,F,K83,1,5,8463413
BR,2015,15-19,M,K83,0,2,8620023
BR,2015,20-24,F,K83,3,8,8465532
BR,2015,20-24,M,K83,4,7,8418677
BR,2015,25-29,F,K83,4,13,8530001
BR,2015,25-29,M,K83,9,13,8361597
BR,2015,30-34,F,K83,2,18,8725993
BR,2015,30-34,M,K83,7,27,8420722
BR,2015,35-39,F,K83,19,43,8100207
BR,2015,35-39,M,K83,18,48,7703994
BR,2015,40-44,F,K83,10,49,7111549
BR,2015,40-44,M,K83,17,52,6684388
BR,2015,45-49,F,K83,32,96,6651191
BR,2015,45-49,M,K83,22,66,6138395
BR,2015,5-9,F,K83,0,0,7249887
BR,2015,5-9,M,K83,0,1,7591156
BR,2015,50-54,F,K83,36,140,6135162
BR,2015,50-54,M,K83,38,121,5556950
BR,2015,55-59,F,K83,63,171,5225990
BR,2015,55-59,M,K83,49,160,4670515
BR,2015,60-64,F,K83,88,213,4225128
BR,2015,60-64,M,K83,58,203,3695467
BR,2015,65-69,F,K83,82,242,3235883
BR,2015,65-69,M,K83,70,212,2768071
BR,2015,70-74,F,K83,75,228,2370932
BR,2015,70-74,M,K83,64,233,1924382
BR,2015,75-79,F,K83,90,266,1797276
BR,2015,75-79,M,K83,57,212,1338548
BR,2015,80-84,F,K83,97,241,1184417
BR,2015,80-84,M,K83,67,184,782635
BR,2015,85+,F,K83,144,384,1018282
BR,2015,85+,M,K83,71,175,576597
BR,2016,0-4,F,K83,6,18,7176661
BR,2016,0-4,M,K83,5,27,7528358
BR,2016,10-14,F,K83,1,1,7692918
BR,2016,10-14,M,K83,0,1,8042608
BR,2016,15-19,F,K83,1,1,8368049
BR,2016,15-19,M,K83,2,4,8560703
BR,2016,20-24,F,K83,6,11,8455573
BR,2016,20-24,M,K83,4,9,8425652
BR,2016,25-29,F,K83,9,18,8432108
BR,2016,25-29,M,K83,8,16,8276979
BR,2016,30-34,F,K83,8,21,8708705
BR,2016,30-34,M,K83,12,29,8422136
BR,2016,35-39,F,K83,15,39,8298088
BR,2016,35-39,M,K83,15,32,7895670
BR,2016,40-44,F,K83,22,59,7235995
BR,2016,40-44,M,K83,16,48,6808566
BR,2016,45-49,F,K83,17,81,6703547
BR,2016,45-49,M,K83,29,84,6196500
BR,2016,5-9,F,K83,0,1,7159600
BR,2016,5-9,M,K83,0,0,7502714
BR,2016,50-54,F,K83,32,129,6252737
BR,2016,50-54,M,K83,37,104,5661175
BR,2016,55-59,F,K83,50,168,5389174
BR,2016,55-59,M,K83,62,159,4806321
BR,2016,60-64,F,K83,66,203,4387869
BR,2016,60-64,M,K83,63,242,3828330
BR,2016,65-69,F,K83,73,261,3381751
BR,2016,65-69,M,K83,77,265,2882026
BR,2016,70-74,F,K83,77,269,2468444
BR,2016,70-74,M,K83,87,257,2005387
BR,2016,75-79,F,K83,88,263,1845388
BR,2016,75-79,M,K83,70,199,1377290
BR,2016,80-84,F,K83,80,259,1226953
BR,2016,80-84,M,K83,88,205,814825
BR,2016,85+,F,K83,155,381,1057444
BR,2016,85+,M,K83,76,208,595681
BR,2017,0-4,F,K83,8,19,7148689
BR,2017,0-4,M,K83,12,29,7498483
BR,2017,10-14,F,K83,1,2,7561632
BR,2017,10-14,M,K83,0,1,7914826
BR,2017,15-19,F,K83,2,3,8241877
BR,2017,15-19,M,K83,2,5,8468595
BR,2017,20-24,F,K83,1,4,8428840
BR,2017,20-24,M,K83,3,6,8420617
BR,2017,25-29,F,K83,1,15,8352359
BR,2017,25-29,M,K83,3,10,8209257
BR,2017,30-34,F,K83,12,33,8663729
BR,2017,30-34,M,K83,14,26,8394253
BR,2017,35-39,F,K83,7,33,8450130
BR,2017,35-39,M,K83,13,37,8047502
BR,2017,40-44,F,K83,19,68,7389449
BR,2017,40-44,M,K83,9,41,6959431
BR,2017,45-49,F,K83,26,92,6766366
BR,2017,45-49,M,K83,29,96,6264462
BR,2017,5-9,F,K83,1,1,7117371
BR,2017,5-9,M,K83,1,1,7464194
BR,2017,50-54,F,K83,44,153,6348409
BR,2017,50-54,M,K83,34,120,5749790
BR,2017,55-59,F,K83,41,167,5549971
BR,2017,55-59,M,K83,57,183,4939435
BR,2017,60-64,F,K83,69,244,4550391
BR,2017,60-64,M,K83,62,234,3962951
BR,2017,65-69,F,K83,76,271,3530408
BR,2017,65-69,M,K83,78,282,2995964
BR,2017,70-74,F,K83,84,286,2581799
BR,2017,70-74,M,K83,72,232,2098178
BR,2017,75-79,F,K83,92,325,1890520
BR,2017,75-79,M,K83,77,256,1413441
BR,2017,80-84,F,K83,88,294,1274209
BR,2017,80-84,M,K83,79,210,851416
BR,2017,85+,F,K83,152,410,1097587
BR,2017,85+,M,K83,108,219,615026
BR,2018,0-4,F,K83,6,18,7143597
BR,2018,0-4,M,K83,14,34,7492920
BR,2018,10-14,F,K83,1,2,7447052
BR,2018,10-14,M,K83,2,2,7799222
BR,2018,15-19,F,K83,1,2,8091938
BR,2018,15-19,M,K83,2,5,8350778
BR,2018,20-24,F,K83,7,13,8384816
BR,2018,20-24,M,K83,4,6,8404960
BR,2018,25-29,F,K83,6,13,8295079
BR,2018,25-29,M,K83,2,11,8162951
BR,2018,30-34,F,K83,11,22,8588455
BR,2018,30-34,M,K83,2,17,8334848
BR,2018,35-39,F,K83,16,27,8550108
BR,2018,35-39,M,K83,15,44,8154840
BR,2018,40-44,F,K83,15,61,7576354
BR,2018,40-44,M,K83,16,50,7140283
BR,2018,45-49,F,K83,22,80,6839156
BR,2018,45-49,M,K83,24,65,6341828
BR,2018,5-9,F,K83,0,0,7084208
BR,2018,5-9,M,K83,0,0,7433861
BR,2018,50-54,F,K83,48,150,6426200
BR,2018,50-54,M,K83,48,120,5824734
BR,2018,55-59,F,K83,46,184,5703333
BR,2018,55-59,M,K83,50,178,5067999
BR,2018,60-64,F,K83,74,246,4712567
BR,2018,60-64,M,K83,70,233,4098554
BR,2018,65-69,F,K83,90,279,3681482
BR,2018,65-69,M,K83,77,263,3110989
BR,2018,70-74,F,K83,91,313,2707514
BR,2018,70-74,M,K83,75,287,2199247
BR,2018,75-79,F,K83,89,270,1938389
BR,2018,75-79,M,K83,93,270,1451821
BR,2018,80-84,F,K83,95,298,1323721
BR,2018,80-84,M,K83,86,239,890120
BR,2018,85+,F,K83,162,414,1139514
BR,2018,85+,M,K83,89,241,635600
BR,2019,0-4,F,K83,9,23,7111933
BR,2019,0-4,M,K83,7,27,7458700
BR,2019,10-14,F,K83,0,1,7348051
BR,2019,10-14,M,K83,0,2,7696334
BR,2019,15-19,F,K83,1,5,7936624
BR,2019,15-19,M,K83,3,3,8225283
BR,2019,20-24,F,K83,4,10,8347000
BR,2019,20-24,M,K83,3,6,8400832
BR,2019,25-29,F,K83,9,15,8272246
BR,2019,25-29,M,K83,3,10,8150148
BR,2019,30-34,F,K83,8,24,8493968
BR,2019,30-34,M,K83,13,23,8255517
BR,2019,35-39,F,K83,15,45,8608339
BR,2019,35-39,M,K83,13,42,8227095
BR,2019,40-44,F,K83,22,72,7792313
BR,2019,40-44,M,K83,29,56,7347141
BR,2019,45-49,F,K83,31,99,6922507
BR,2019,45-49,M,K83,24,78,6429381
BR,2019,5-9,F,K83,0,0,7077260
BR,2019,5-9,M,K83,2,4,7429405
BR,2019,50-54,F,K83,47,126,6487200
BR,2019,50-54,M,K83,42,146,5888136
BR,2019,55-59,F,K83,63,215,5850910
BR,2019,55-59,M,K83,60,198,5193015
BR,2019,60-64,F,K83,91,273,4874532
BR,2019,60-64,M,K83,66,238,4234251
BR,2019,65-69,F,K83,69,301,3834603
BR,2019,65-69,M,K83,66,271,3228543
BR,2019,70-74,F,K83,87,315,2840115
BR,2019,70-74,M,K83,88,296,2303522
BR,2019,75-79,F,K83,112,315,1996507
BR,2019,75-79,M,K83,91,283,1498484
BR,2019,80-84,F,K83,85,283,1371868
BR,2019,80-84,M,K83,70,242,927586
BR,2019,85+,F,K83,183,448,1182889
BR,2019,85+,M,K83,96,234,657861
BR,2020,0-4,F,K83,8,19,7004496
BR,2020,0-4,M,K83,10,18,7344834
BR,2020,10-14,F,K83,1,2,7243924
BR,2020,10-14,M,K83,0,1,7586218
BR,2020,15-19,F,K83,0,3,7788905
BR,2020,15-19,M,K83,4,4,8104148
BR,2020,20-24,F,K83,4,14,8306493
BR,2020,20-24,M,K83,4,7,8395653
BR,2020,25-29,F,K83,10,18,8277869
BR,2020,25-29,M,K83,4,8,8166249
BR,2020,30-34,F,K83,16,29,8396742
BR,2020,30-34,M,K83,15,20,8171638
BR,2020,35-39,F,K83,21,49,8628980
BR,2020,35-39,M,K83,14,41,8265086
BR,2020,40-44,F,K83,20,70,8014947
BR,2020,40-44,M,K83,22,58,7558885
BR,2020,45-49,F,K83,34,110,7021811
BR,2020,45-49,M,K83,30,84,6529986
BR,2020,5-9,F,K83,0,1,7126888
BR,2020,5-9,M,K83,0,0,7482351
BR,2020,50-54,F,K83,43,162,6537509
BR,2020,50-54,M,K83,37,112,5942314
BR,2020,55-59,F,K83,58,204,5984480
BR,2020,55-59,M,K83,62,214,5305040
BR,2020,60-64,F,K83,90,299,5031864
BR,2020,60-64,M,K83,87,264,4362080
BR,2020,65-69,F,K83,91,312,3985501
BR,2020,65-69,M,K83,92,290,3341603
BR,2020,70-74,F,K83,84,295,2971680
BR,2020,70-74,M,K83,106,327,2399939
BR,2020,75-79,F,K83,106,341,2066197
BR,2020,75-79,M,K83,95,281,1550880
BR,2020,80-84,F,K83,111,323,1413300
BR,2020,80-84,M,K83,80,237,957210
BR,2020,85+,F,K83,183,448,1222349
BR,2020,85+,M,K83,116,261,676840
BR,2021,0-4,F,K83,8,16,6884882
BR,2021,0-4,M,K83,6,15,7218022
BR,2021,10-14,F,K83,0,3,7154758
BR,2021,10-14,M,K83,4,5,7498838
BR,2021,15-19,F,K83,1,5,7667765
BR,2021,15-19,M,K83,2,6,7995489
BR,2021,20-24,F,K83,7,10,8234129
BR,2021,20-24,M,K83,4,10,8358863
BR,2021,25-29,F,K83,5,23,8285732
BR,2021,25-29,M,K83,9,16,8187192
BR,2021,30-34,F,K83,7,32,8308533
BR,2021,30-34,M,K83,15,29,8094262
BR,2021,35-39,F,K83,14,52,8614825
BR,2021,35-39,M,K83,17,51,8266906
BR,2021,40-44,F,K83,33,91,8210457
BR,2021,40-44,M,K83,26,87,7743738
BR,2021,45-49,F,K83,40,128,7140727
BR,2021,45-49,M,K83,45,113,6644267
BR,2021,5-9,F,K83,0,1,7141725
BR,2021,5-9,M,K83,1,2,7497165
BR,2021,50-54,F,K83,40,148,6582891
BR,2021,50-54,M,K83,51,168,5988829
BR,2021,55-59,F,K83,66,242,6090024
BR,2021,55-59,M,K83,72,215,5390506
BR,2021,60-64,F,K83,87,292,5178317
BR,2021,60-64,M,K83,77,298,4474584
BR,2021,65-69,F,K83,107,353,4125812
BR,2021,65-69,M,K83,103,367,3443378
BR,2021,70-74,F,K83,112,387,3095481
BR,2021,70-74,M,K83,111,358,2480412
BR,2021,75-79,F,K83,114,348,2143774
BR,2021,75-79,M,K83,118,317,1604453
BR,2021,80-84,F,K83,126,355,1441677
BR,2021,80-84,M,K83,98,267,974402
BR,2021,85+,F,K83,208,497,1251280
BR,2021,85+,M,K83,110,263,689547
BR,2022,0-4,F,K83,11,23,6748180
BR,2022,0-4,M,K83,7,27,7072657
BR,2022,10-14,F,K83,1,5,7113772
BR,2022,10-14,M,K83,1,2,7461557
BR,2022,15-19,F,K83,3,5,7535168
BR,2022,15-19,M,K83,2,7,7867241
BR,2022,20-24,F,K83,3,8,8119664
BR,2022,20-24,M,K83,5,7,8276952
BR,2022,25-29,F,K83,6,18,8274950
BR,2022,25-29,M,K83,13,24,8193145
BR,2022,30-34,F,K83,22,37,8239142
BR,2022,30-34,M,K83,14,36,8033827
BR,2022,35-39,F,K83,30,66,8574426
BR,2022,35-39,M,K83,18,51,8241075
BR,2022,40-44,F,K83,35,95,8361528
BR,2022,40-44,M,K83,33,85,7890594
BR,2022,45-49,F,K83,47,122,7289770
BR,2022,45-49,M,K83,40,135,6786555
BR,2022,5-9,F,K83,0,1,7117933
BR,2022,5-9,M,K83,0,0,7470215
BR,2022,50-54,F,K83,76,196,6640700
BR,2022,50-54,M,K83,53,174,6048475
BR,2022,55-59,F,K83,68,249,6176634
BR,2022,55-59,M,K83,71,266,5464324
BR,2022,60-64,F,K83,89,320,5325745
BR,2022,60-64,M,K83,101,335,4588721
BR,2022,65-69,F,K83,125,390,4268636
BR,2022,65-69,M,K83,118,371,3552696
BR,2022,70-74,F,K83,121,388,3221066
BR,2022,70-74,M,K83,140,432,2563397
BR,2022,75-79,F,K83,126,395,2234649
BR,2022,75-79,M,K83,129,367,1669303
BR,2022,80-84,F,K83,125,376,1466341
BR,2022,80-84,M,K83,103,301,989957
BR,2022,85+,F,K83,208,557,1279565
BR,2022,85+,M,K83,121,287,704423
BR,2023,0-4,F,K83,8,23,6553590
BR,2023,0-4,M,K83,12,27,6867652
BR,2023,10-14,F,K83,2,3,7082501
BR,2023,10-14,M,K83,1,3,7433007
BR,2023,15-19,F,K83,5,8,7418395
BR,2023,15-19,M,K83,4,7,7751015
BR,2023,20-24,F,K83,4,7,7974090
BR,2023,20-24,M,K83,2,11,8164085
BR,2023,25-29,F,K83,11,24,8248194
BR,2023,25-29,M,K83,12,24,8190619
BR,2023,30-34,F,K83,16,33,8196216
BR,2023,30-34,M,K83,9,28,7999287
BR,2023,35-39,F,K83,10,51,8508424
BR,2023,35-39,M,K83,17,54,8189931
BR,2023,40-44,F,K83,30,102,8465433
BR,2023,40-44,M,K83,29,92,8000280
BR,2023,45-49,F,K83,34,132,7477692
BR,2023,45-49,M,K83,40,118,6966824
BR,2023,5-9,F,K83,0,2,7119716
BR,2023,5-9,M,K83,0,1,7470029
BR,2023,50-54,F,K83,50,213,6714889
BR,2023,50-54,M,K83,62,180,6127370
BR,2023,55-59,F,K83,72,294,6255579
BR,2023,55-59,M,K83,54,220,5538849
BR,2023,60-64,F,K83,115,386,5476616
BR,2023,60-64,M,K83,112,358,4712064
BR,2023,65-69,F,K83,109,402,4424233
BR,2023,65-69,M,K83,120,438,3678399
BR,2023,70-74,F,K83,132,468,3358242
BR,2023,70-74,M,K83,124,410,2662432
BR,2023,75-79,F,K83,126,386,2344518
BR,2023,75-79,M,K83,137,377,1752057
BR,2023,80-84,F,K83,121,370,1501717
BR,2023,80-84,M,K83,107,297,1016004
BR,2023,85+,F,K83,202,548,1323560
BR,2023,85+,M,K83,127,307,731649
BR,2024,0-4,F,K83,8,25,6356612
BR,2024,0-4,M,K83,7,18,6661380
BR,2024,10-14,F,K83,2,5,7076552
BR,2024,10-14,M,K83,0,2,7429136
BR,2024,15-19,F,K83,2,4,7320566
BR,2024,15-19,M,K83,1,5,7651069
BR,2024,20-24,F,K83,6,13,7821129
BR,2024,20-24,M,K83,8,11,8044783
BR,2024,25-29,F,K83,5,18,8219079
BR,2024,25-29,M,K83,5,15,8193616
BR,2024,30-34,F,K83,13,31,8181015
BR,2024,30-34,M,K83,15,34,7992515
BR,2024,35-39,F,K83,10,54,8419411
BR,2024,35-39,M,K83,21,60,8115656
BR,2024,40-44,F,K83,27,88,8525842
BR,2024,40-44,M,K83,28,81,8073611
BR,2024,45-49,F,K83,36,148,7693627
BR,2024,45-49,M,K83,41,130,7171760
BR,2024,5-9,F,K83,2,2,7092027
BR,2024,5-9,M,K83,1,1,7439000
BR,2024,50-54,F,K83,55,207,6798626
BR,2024,50-54,M,K83,56,195,6215140
BR,2024,55-59,F,K83,75,280,6318206
BR,2024,55-59,M,K83,78,278,5603775
BR,2024,60-64,F,K83,102,348,5622638
BR,2024,60-64,M,K83,111,370,4833395
BR,2024,65-69,F,K83,140,441,4582309
BR,2024,65-69,M,K83,128,442,3806961
BR,2024,70-74,F,K83,121,464,3500843
BR,2024,70-74,M,K83,136,445,2768674
BR,2024,75-79,F,K83,132,431,2463099
BR,2024,75-79,M,K83,151,437,1840490
BR,2024,80-84,F,K83,153,456,1550505
BR,2024,80-84,M,K83,103,275,1053425
BR,2024,85+,F,K83,240,616,1379378
BR,2024,85+,M,K83,118,339,767900
US,2012,0-4,F,K83,1,8,9774041
US,2012,0-4,M,K83,4,12,10206895
US,2012,10-14,F,K83,0,1,10111589
US,2012,10-14,M,K83,0,0,10562254
US,2012,15-19,F,K83,0,0,10411033
US,2012,15-19,M,K83,0,1,10962987
US,2012,20-24,F,K83,3,7,11048703
US,2012,20-24,M,K83,2,7,11547696
US,2012,25-29,F,K83,0,3,10567537
US,2012,25-29,M,K83,3,10,10825742
US,2012,30-34,F,K83,3,7,10430149
US,2012,30-34,M,K83,5,13,10480606
US,2012,35-39,F,K83,3,9,9785513
US,2012,35-39,M,K83,5,16,9704768
US,2012,40-44,F,K83,6,25,10572858
US,2012,40-44,M,K83,6,22,10448571
US,2012,45-49,F,K83,8,29,10964652
US,2012,45-49,M,K83,8,45,10719658
US,2012,5-9,F,K83,1,2,10018115
US,2012,5-9,M,K83,1,1,10454564
US,2012,50-54,F,K83,15,63,11498699
US,2012,50-54,M,K83,23,75,11072956
US,2012,55-59,F,K83,24,64,10702819
US,2012,55-59,M,K83,30,118,10063422
US,2012,60-64,F,K83,36,95,9278588
US,2012,60-64,M,K83,39,151,8531036
US,2012,65-69,F,K83,39,137,7372870
US,2012,65-69,M,K83,54,177,6607248
US,2012,70-74,F,K83,42,142,5414881
US,2012,70-74,M,K83,67,182,4598264
US,2012,75-79,F,K83,58,155,4200910
US,2012,75-79,M,K83,58,184,3293616
US,2012,80-84,F,K83,96,231,3425248
US,2012,80-84,M,K83,95,231,2354010
US,2012,85+,F,K83,271,618,3902430
US,2012,85+,M,K83,165,397,1962734
US,2013,0-4,F,K83,1,10,9710523
US,2013,0-4,M,K83,2,12,10144661
US,2013,10-14,F,K83,0,0,10109744
US,2013,10-14,M,K83,0,0,10547243
US,2013,15-19,F,K83,0,1,10332561
US,2013,15-19,M,K83,0,0,10850915
US,2013,20-24,F,K83,0,4,11139145
US,2013,20-24,M,K83,2,4,11687700
US,2013,25-29,F,K83,0,2,10642006
US,2013,25-29,M,K83,1,7,10940347
US,2013,30-34,F,K83,3,7,10603284
US,2013,30-34,M,K83,2,7,10668769
US,2013,35-39,F,K83,6,12,9832348
US,2013,35-39,M,K83,5,15,9772347
US,2013,40-44,F,K83,8,16,10493518
US,2013,40-44,M,K83,6,29,10347955
US,2013,45-49,F,K83,7,27,10711713
US,2013,45-49,M,K83,10,34,10491199
US,2013,5-9,F,K83,0,1,10068928
US,2013,5-9,M,K83,0,0,10506663
US,2013,50-54,F,K83,16,70,11485360
US,2013,50-54,M,K83,21,84,11060993
US,2013,55-59,F,K83,26,79,10904047
US,2013,55-59,M,K83,27,118,10268546
US,2013,60-64,F,K83,33,119,9444556
US,2013,60-64,M,K83,44,157,8662539
US,2013,65-69,F,K83,37,130,7690162
US,2013,65-69,M,K83,62,203,6901813
US,2013,70-74,F,K83,47,160,5723763
US,2013,70-74,M,K83,65,215,4878749
US,2013,75-79,F,K83,66,180,4291752
US,2013,75-79,M,K83,76,203,3390044
US,2013,80-84,F,K83,92,236,3397838
US,2013,80-84,M,K83,82,239,2364502
US,2013,85+,F,K83,289,673,3964645
US,2013,85+,M,K83,177,433,2029069
US,2014,0-4,F,K83,1,8,9715944
US,2014,0-4,M,K83,4,15,10162862
US,2014,10-14,F,K83,0,0,10122728
US,2014,10-14,M,K83,2,2,10551032
US,2014,15-19,F,K83,1,2,10282180
US,2014,15-19,M,K83,0,0,10778182
US,2014,20-24,F,K83,0,1,11157116
US,2014,20-24,M,K83,4,5,11734876
US,2014,25-29,F,K83,1,4,10814504
US,2014,25-29,M,K83,2,7,11154019
US,2014,30-34,F,K83,1,5,10711000
US,2014,30-34,M,K83,5,11,10796288
US,2014,35-39,F,K83,4,16,9959734
US,2014,35-39,M,K83,6,23,9913940
US,2014,40-44,F,K83,10,15,10342116
US,2014,40-44,M,K83,5,17,10187508
US,2014,45-49,F,K83,13,38,10509217
US,2014,45-49,M,K83,6,40,10310760
US,2014,5-9,F,K83,0,0,10046117
US,2014,5-9,M,K83,0,0,10480153
US,2014,50-54,F,K83,15,55,11464466
US,2014,50-54,M,K83,23,75,11045022
US,2014,55-59,F,K83,23,89,11042238
US,2014,55-59,M,K83,31,134,10416082
US,2014,60-64,F,K83,27,117,9672090
US,2014,60-64,M,K83,53,183,8855150
US,2014,65-69,F,K83,53,160,8062323
US,2014,65-69,M,K83,63,207,7234673
US,2014,70-74,F,K83,54,165,5967007
US,2014,70-74,M,K83,82,225,5091435
US,2014,75-79,F,K83,61,187,4408952
US,2014,75-79,M,K83,89,223,3507421
US,2014,80-84,F,K83,112,241,3379011
US,2014,80-84,M,K83,99,262,2376937
US,2014,85+,F,K83,304,675,4033776
US,2014,85+,M,K83,187,406,2099470
US,2015,0-4,F,K83,1,9,9734572
US,2015,0-4,M,K83,0,14,10190134
US,2015,10-14,F,K83,1,1,10097361
US,2015,10-14,M,K83,0,0,10517252
US,2015,15-19,F,K83,0,1,10303239
US,2015,15-19,M,K83,0,0,10787033
US,2015,20-24,F,K83,1,2,11043025
US,2015,20-24,M,K83,3,6,11646473
US,2015,25-29,F,K83,1,4,11029349
US,2015,25-29,M,K83,2,7,11402007
US,2015,30-34,F,K83,2,7,10765946
US,2015,30-34,M,K83,6,12,10875937
US,2015,35-39,F,K83,7,19,10166224
US,2015,35-39,M,K83,7,16,10142245
US,2015,40-44,F,K83,2,16,10142266
US,2015,40-44,M,K83,3,20,9989891
US,2015,45-49,F,K83,10,34,10473254
US,2015,45-49,M,K83,7,37,10288356
US,2015,5-9,F,K83,0,2,10029953
US,2015,5-9,M,K83,0,0,10460866
US,2015,50-54,F,K83,21,70,11329624
US,2015,50-54,M,K83,23,98,10921871
US,2015,55-59,F,K83,21,92,11173781
US,2015,55-59,M,K83,36,145,10559735
US,2015,60-64,F,K83,32,119,9926854
US,2015,60-64,M,K83,43,166,9085876
US,2015,65-69,F,K83,57,160,8454324
US,2015,65-69,M,K83,52,209,7576768
US,2015,70-74,F,K83,48,165,6175400
US,2015,70-74,M,K83,64,223,5281726
US,2015,75-79,F,K83,72,201,4507381
US,2015,75-79,M,K83,102,300,3603446
US,2015,80-84,F,K83,100,271,3386269
US,2015,80-84,M,K83,94,242,2407460
US,2015,85+,F,K83,318,711,4093329
US,2015,85+,M,K83,176,440,2169767
US,2016,0-4,F,K83,2,11,9742528
US,2016,0-4,M,K83,1,10,10194209
US,2016,10-14,F,K83,0,1,10104766
US,2016,10-14,M,K83,0,0,10529234
US,2016,15-19,F,K83,0,0,10335334
US,2016,15-19,M,K83,1,1,10804809
US,2016,20-24,F,K83,2,2,10880883
US,2016,20-24,M,K83,2,4,11486770
US,2016,25-29,F,K83,0,2,11271329
US,2016,25-29,M,K83,5,10,11668343
US,2016,30-34,F,K83,3,8,10837503
US,2016,30-34,M,K83,4,12,10997952
US,2016,35-39,F,K83,5,19,10399494
US,2016,35-39,M,K83,10,27,10385679
US,2016,40-44,F,K83,10,26,9910118
US,2016,40-44,M,K83,8,24,9768609
US,2016,45-49,F,K83,6,38,10550885
US,2016,45-49,M,K83,13,45,10356168
US,2016,5-9,F,K83,0,0,10008005
US,2016,5-9,M,K83,0,1,10442552
US,2016,50-54,F,K83,11,76,11087512
US,2016,50-54,M,K83,16,74,10708723
US,2016,55-59,F,K83,14,101,11276769
US,2016,55-59,M,K83,27,131,10663988
US,2016,60-64,F,K83,34,151,10153415
US,2016,60-64,M,K83,45,198,9297699
US,2016,65-69,F,K83,46,191,8874413
US,2016,65-69,M,K83,80,292,7927580
US,2016,70-74,F,K83,54,199,6347009
US,2016,70-74,M,K83,91,282,5444125
US,2016,75-79,F,K83,83,227,4642235
US,2016,75-79,M,K83,82,254,3721492
US,2016,80-84,F,K83,105,260,3415481
US,2016,80-84,M,K83,97,285,2453136
US,2016,85+,F,K83,345,727,4148383
US,2016,85+,M,K83,201,475,2234625
US,2017,0-4,F,K83,3,18,9721892
US,2017,0-4,M,K83,3,8,10173124
US,2017,10-14,F,K83,1,2,10174304
US,2017,10-14,M,K83,0,0,10609152
US,2017,15-19,F,K83,0,2,10322453
US,2017,15-19,M,K83,1,1,10783133
US,2017,20-24,F,K83,0,2,10747498
US,2017,20-24,M,K83,1,4,11314113
US,2017,25-29,F,K83,1,3,11463708
US,2017,25-29,M,K83,2,4,11897087
US,2017,30-34,F,K83,1,10,10877130
US,2017,30-34,M,K83,4,12,11081933
US,2017,35-39,F,K83,3,12,10594335
US,2017,35-39,M,K83,3,18,10596983
US,2017,40-44,F,K83,3,18,9857600
US,2017,40-44,M,K83,5,25,9718987
US,2017,45-49,F,K83,13,37,10547318
US,2017,45-49,M,K83,9,41,10349982
US,2017,5-9,F,K83,0,1,9948106
US,2017,5-9,M,K83,0,0,10382200
US,2017,50-54,F,K83,20,92,10844299
US,2017,50-54,M,K83,17,77,10485450
US,2017,55-59,F,K83,23,98,11274831
US,2017,55-59,M,K83,34,137,10670828
US,2017,60-64,F,K83,44,175,10398926
US,2017,60-64,M,K83,46,221,9529117
US,2017,65-69,F,K83,58,215,8884407
US,2017,65-69,M,K83,70,281,7909189
US,2017,70-74,F,K83,83,249,6881542
US,2017,70-74,M,K83,83,283,5931096
US,2017,75-79,F,K83,82,237,4833186
US,2017,75-79,M,K83,109,297,3889506
US,2017,80-84,F,K83,108,278,3455501
US,2017,80-84,M,K83,94,279,2504286
